instance_id,event_id,is_cc,nu_pdg,nu_flavour,nu_energy_truth,nu_dir_truth_x,nu_dir_truth_y,nu_dir_truth_z,zenith_truth_deg,L_truth_km,nu_energy_reco,nu_dir_reco_x,nu_dir_reco_y,nu_dir_reco_z,zenith_reco_deg,L_reco_km,n_primaries,n_total_particles,n_primary_leptons,n_primary_protons,n_primary_pions,n_primary_photons,n_primary_other,leading_lepton_pdg,leading_lepton_energy,n_points_raw,n_points_filtered,direction_recon_ok,is_ccqe_topology,is_ccqe_reconstructed,n_hits,n_hits_w,n_hits_v,n_hits_u,total_adc,mean_adc,max_adc,drift_range,drift_std,channel_range_w,channel_range_v,channel_range_u,hit_density
768,79,False,12,nue,0.10598506778478622,-0.888876675869801,-0.45813134487886825,0.0037317467936845775,62.73340781249723,35.842396611831646,0.12357001464402902,0.1468019915766444,0.6518799811447483,0.7439769253490686,130.6834948143563,8329.566391462264,21,29,0,3,1,17,0,,,22,14,False,False,False,44,5,13,26,5194.9716796875,118.06753540039062,377.767578125,663.6368408203125,275.35455322265625,47.89996337890625,78.64642333984375,452.00634765625,0.06630132218942547
769,80,False,16,nutau,3.2960009574890137,0.4963637261677253,0.6346732664589501,-0.5922946025308842,129.39575546202985,8111.050766658576,0.008507102322899725,-0.3897379174281769,-0.9208604067239328,-0.010975748128522277,22.947806596220445,17.913877443937054,3,8,0,0,0,3,0,,,231,203,False,False,False,232,67,82,83,64060.96875,276.1248779296875,2914.217041015625,178.73025512695312,36.991580963134766,152.87600708007812,121.95831298828125,147.6268310546875,1.2980454810810238
770,81,True,12,nue,4.596973419189453,-0.3035126101866825,0.8279140645927252,-0.4716337531466762,145.88505447989232,10566.715071926246,4.133126018218156,-0.32943257878478366,0.891659039572247,-0.31051301612703036,153.08246707863472,11377.34317801778,40,41,1,3,0,35,1,11.0,4.220152854919434,12472,10721,False,False,False,3215,703,1070,1442,1205076.0,374.8292236328125,9405.4990234375,286.53564453125,29.44862174987793,649.27001953125,487.4428405761719,568.1819458007812,11.220244536275722
771,82,True,12,nue,0.6817224025726318,0.49496472466253466,0.5649108140162863,-0.6602163990292864,124.3960983053559,7225.526942959237,1.986427730247387,-0.1925382903713187,0.9783522956975167,-0.07586693775478687,168.05654057933629,12480.094010643359,13,14,1,3,0,8,1,11.0,0.3706516921520233,1267,1027,False,False,False,535,170,204,161,152280.78125,284.636962890625,5085.49462890625,339.7950134277344,29.997304916381836,131.321044921875,132.84979248046875,123.60693359375,1.5744786676034628
772,83,True,12,nue,10.260851860046387,-0.7150162863674827,-0.05755408820626934,0.6967346963945451,86.70057039427248,220.65240359234815,,,,,,,59,145,1,3,6,48,1,11.0,0.541882336139679,15229,0,False,False,False,7600,2125,2604,2871,2245692.25,295.4858093261719,6293.4609375,464.89117431640625,56.996273040771484,500.70501708984375,664.4210205078125,587.6563110351562,16.34791198429467
773,84,False,16,nutau,0.3876998722553253,-0.8979836544243762,-0.026755887132642497,-0.43921461597991895,88.46681762459377,318.9752297970595,0.27957570871816306,0.011035736465387405,0.9979687225455064,-0.06274265966275815,176.3474531420967,12729.657053765699,1,2,0,1,0,0,0,,,20,12,True,False,False,27,3,16,8,13624.13671875,504.59765625,1436.8370361328125,500.72540283203125,245.5552978515625,0.9580078125,431.0048828125,57.644866943359375,0.05392176999068125
774,85,True,14,numu,0.3645079433917999,-0.21596830301197986,0.960768908569783,0.17401378226954822,163.89788330198968,12256.4070225377,0.26063042311917933,0.5489845965146396,0.7124353029467562,-0.4370947859501665,135.43340529728087,9098.844366108613,9,17,1,1,0,7,0,13.0,0.2828410267829895,203,172,False,False,False,255,82,48,125,67347.296875,264.1070556640625,2325.079345703125,87.90983581542969,18.353424072265625,87.6571044921875,76.07208251953125,109.674560546875,2.9006993089531297
775,86,True,-12,nue,9.43254280090332,0.816624403097273,0.28969502725590296,0.4992007366272853,106.83969863341613,3746.6000830869607,8.113304731724018,0.8150773066528142,0.22443944403247337,0.5341122729745016,102.96991765497476,2930.9422977600284,6,44,1,2,2,0,1,-11.0,7.455704689025879,11832,9874,False,False,False,4022,998,1565,1459,1660153.125,412.76806640625,10505.171875,433.71734619140625,45.81318283081055,272.6259765625,490.89208984375,428.58026123046875,9.273320597661844
776,87,True,14,numu,1.443631649017334,0.6461245378942945,0.25450003915056485,0.7195504232527734,104.74396215058509,3305.742705067214,1.3036521965614958,0.7384699727619373,0.08550110823118705,0.6688435241670674,94.90484116105918,1256.6766622826492,13,24,1,4,0,8,0,13.0,0.9203028678894043,432,319,False,False,False,765,219,427,119,184101.453125,240.65548706054688,2413.85302734375,339.18695068359375,88.56616973876953,408.73699951171875,216.54879760742188,95.20681762695312,2.2553933707008103
777,88,False,-16,nutau,0.9983750581741333,0.5802191140555235,-0.2564325524846381,-0.7730382433688756,75.14151279450545,63.20484251056132,0.5450432692904497,0.5824794862515633,-0.7354359085876371,0.34619600294629527,42.65593734681443,22.411122918242654,3,4,0,1,0,2,0,,,52,42,True,False,False,61,16,13,32,37966.44140625,622.4006958007812,2860.38232421875,10.866790771484375,3.1892640590667725,13.8909912109375,21.46820068359375,37.3359375,5.613432823246265
778,89,True,12,nue,4.036673545837402,0.7425839290691904,-0.1127255221658013,0.6601985041944666,83.52754603405542,134.0495010756474,,,,,,,6,11,1,1,0,4,0,11.0,0.412082701921463,16380,0,False,False,False,4601,1402,1522,1677,1118080.625,243.0081787109375,4422.1240234375,261.5523681640625,50.40150451660156,176.8260498046875,166.2947998046875,147.6268310546875,17.591123461416935
779,90,True,14,numu,5.097594261169434,-0.18348542398658496,0.07333483067140678,-0.9802831742893781,94.20555162293432,1121.8229028316132,,,,,,,27,28,1,3,0,22,1,13.0,4.576128959655762,30652,0,False,False,False,5661,2067,1616,1978,948471.625,167.54489135742188,2253.8017578125,290.5834045410156,36.460567474365234,1070.385986328125,696.298583984375,1042.2728271484375,19.481497950448006
780,91,True,12,nue,0.17047001421451569,-0.5324111819392126,-0.6673461640244538,-0.5207565944929909,48.137430581293714,24.68514593719283,0.3139006541389867,-0.3158630872331798,-0.9409163869382787,-0.12209366451433913,19.793974520875995,17.533162415586048,3,4,1,1,0,1,0,11.0,0.1142914742231369,206,169,True,False,False,171,45,74,52,38802.60546875,226.9158172607422,1367.764892578125,129.58432006835938,32.50199890136719,70.96697998046875,84.47270965576172,90.22271728515625,1.3196040995530376
781,92,True,14,numu,0.7465674877166748,-0.6408098383390685,0.5108617374072775,-0.5730471501901697,120.72124669990951,6540.048740336499,32.82609064091138,-0.026969557187334604,-0.9994977798226574,0.016638242536331633,1.8159458179137968,16.508269359069345,43,47,1,3,0,36,3,13.0,0.5980889201164246,4025,3141,False,False,False,1208,452,400,356,199350.359375,165.02513122558594,3650.19384765625,314.7185974121094,25.460071563720703,981.2919921875,636.7105712890625,957.3334350585938,3.8383495920902955
782,93,False,14,numu,5.904057502746582,-0.5683910752805988,-0.46839745957781853,0.6764136348436588,62.069677640946246,35.06604570506761,0.30046751134685423,-0.1972983599204563,0.7811550375664399,0.5923429449712995,141.36645153957426,9972.239188209247,21,36,0,0,2,19,0,,,4725,4246,False,False,False,1255,407,356,492,314837.34375,250.8664093017578,5362.03564453125,396.4529113769531,70.4865951538086,331.54302978515625,349.3175354003906,411.22882080078125,3.165571405797366
783,94,False,-12,nue,1.2149401903152466,0.7229646839539376,0.38765596704549077,0.571878411001332,112.80872523540255,4980.606417323221,0.6075491014388255,0.13327566784423164,0.9269444777925201,0.35072999793377546,157.96341641840218,11826.142355444306,30,31,0,2,0,26,2,,,245,241,False,False,False,185,57,70,58,36160.23046875,195.46070861816406,2562.074951171875,256.1629333496094,79.98944091796875,208.4399871826172,232.09951782226562,295.10400390625,0.7221966019084943
784,95,True,12,nue,2.709691047668457,-0.720205089768661,-0.576528417225425,-0.38590104016815135,54.79326139912406,28.545697593233854,2.6490464806465224,-0.7435726926795043,-0.5350100263933253,-0.4010784491342867,57.6554086189847,30.741825802285803,4,17,1,3,0,0,0,11.0,1.9261952638626099,3773,3273,True,False,False,1605,403,642,560,454281.75,283.0415954589844,10116.5087890625,107.07624816894531,28.671323776245117,136.5899658203125,138.29278564453125,104.54083251953125,14.989318615904667
785,96,True,12,nue,0.3699801564216614,0.6780463285671986,0.607257215093555,-0.4141157459374885,127.39144489219197,7762.961192399662,0.2825757750340829,0.12992798264568442,-0.02000206063590393,-0.9913216616698841,88.85388991224833,348.724280329766,6,7,1,2,0,3,0,11.0,0.2869182825088501,1764,1475,False,False,False,422,148,109,165,94964.1796875,225.03359985351562,1330.4129638671875,109.07151794433594,16.126317977905273,259.2140197753906,176.09552001953125,250.30078125,3.8690210602493442
786,97,True,14,numu,0.4238375127315521,0.0475995107678923,-0.29889311357708764,-0.953098732152578,72.60886690662483,54.495234156925335,0.5933461069443101,0.03095267874436911,-0.2891262144522835,-0.9567904492599413,73.19434900753804,56.282372699243524,3,10,1,1,0,1,0,13.0,0.18340039253234863,551,414,True,False,False,254,84,108,62,89691.2265625,353.11505126953125,2469.513671875,236.2098388671875,27.685544967651367,120.70806884765625,138.14324951171875,308.02197265625,1.075315072471707
787,98,True,12,nue,3.100628614425659,0.631951164571019,0.7749794915217546,0.0066718301848516645,140.8031732418214,9893.736368141665,3.213445471085879,0.5629963193353011,0.8247792720982319,0.05267159321697578,145.5661192864775,10526.856366760743,3,4,1,1,0,1,0,11.0,2.957244634628296,7728,6601,True,False,False,2604,585,1086,933,911822.5625,350.1622619628906,12149.3505859375,226.5886688232422,30.98603057861328,117.90899658203125,160.078125,205.81475830078125,11.492189850108234
788,99,True,12,nue,0.14881274104118347,0.2944856860737686,-0.20518834071789194,-0.9333680546981988,78.15947544555083,78.17977741512891,0.3376872802512555,0.07389548708518014,0.9933438860727201,0.08835938541202709,173.38561925105594,12670.818037937392,2,3,1,1,0,0,0,11.0,0.09865913540124893,332,267,True,True,True,146,47,67,32,33460.0546875,229.17845153808594,2104.25732421875,47.43043518066406,9.130976676940918,47.9000244140625,62.07110595703125,19.60137939453125,3.0781922924358858
789,0,False,-16,nutau,0.22363807260990143,-0.9603122528178701,0.07559216086172842,-0.2684887377603047,94.33524721254798,1146.5352823797004,0.11735965272229253,0.0,-1.0,0.0,0.0,16.5,20,25,0,3,0,17,0,,,8,6,False,False,False,25,2,12,11,1652.2958984375,66.09183502197266,124.8451919555664,342.2684631347656,165.3113250732422,1.916015625,377.09356689453125,373.82672119140625,0.07304207863917757
790,1,True,12,nue,14.392412185668945,-0.23150411283608324,-0.2618749167554639,-0.9369244226266582,74.81865779872349,61.938793281874496,,,,,,,115,149,2,13,1,95,4,-11.0,0.04351199045777321,67730,0,False,False,False,10537,3161,3787,3589,2979984.5,282.81146240234375,4993.52294921875,374.653564453125,43.232418060302734,394.84600830078125,406.794921875,303.03790283203125,28.124649008426406
791,2,True,-12,nue,1.3894667625427246,-0.006355160956607805,0.6763016380308766,0.7365973841427682,132.5553116194829,8639.76668649858,1.2973548838894935,0.1364807052563641,0.7018941489661403,0.6990834147223227,134.5791700739569,8964.906189708565,6,7,1,0,0,5,0,-11.0,1.2959438562393188,1324,1064,True,False,False,323,110,147,66,129544.96875,401.0680236816406,3427.486572265625,116.02218627929688,13.05614185333252,63.22802734375,60.20428466796875,124.1422119140625,2.7839502974237305
792,3,False,14,numu,0.40502455830574036,-0.5023603703448152,0.28012338535706377,-0.81802502851876,106.26756886742017,3626.5268784766145,0.4046234396217721,0.2726671788007106,0.28400468751410646,-0.9192355231793841,106.49936316392899,3675.202155942478,3,4,0,1,0,2,0,,,99,69,False,False,False,58,17,19,22,18230.728515625,314.3229064941406,776.6904907226562,37.50860595703125,16.487302780151367,51.73199462890625,56.93743896484375,57.87078857421875,1.5463118001890843
793,4,False,-16,nutau,0.3049502968788147,-0.1470342220609853,0.9563763563895711,-0.25243851227958264,163.01403708563163,12200.528947110279,0.002883332083001733,-0.9782604772498757,0.14110163500841227,0.15197620619293678,98.11159812247888,1907.8116172541468,1,2,0,0,0,1,0,,,8,6,True,False,False,14,2,6,6,1243.45068359375,88.81790924072266,137.81680297851562,597.0375366210938,295.40966796875,0.47900390625,373.8267822265625,373.82672119140625,0.023449111892080272
794,5,True,14,numu,0.6244086623191833,-0.2917859022831134,0.9552629352206411,0.04830850672991865,162.79701116730192,12186.365124593885,0.5927857985254275,-0.4104477786516472,0.8023431597915347,0.43333367620768193,143.354443810148,10241.599598337973,3,4,1,1,0,1,0,13.0,0.36070290207862854,191,162,True,False,False,318,81,89,148,94734.609375,297.9075622558594,1690.7666015625,85.32049560546875,25.382827758789062,23.95001220703125,22.868316650390625,22.8682861328125,3.727123216330887
795,6,True,12,nue,0.9522745609283447,0.9214844409003595,-0.11552128021951803,-0.37083858886986865,83.36630740269126,131.30093425023222,0.8775949677684841,0.8970015804262317,-0.08622756781011888,-0.4335354325339439,85.05338147958277,166.39595673006,3,4,1,1,0,1,0,11.0,0.7951224446296692,2024,1743,True,False,False,941,286,272,383,281291.875,298.9286804199219,3170.593994140625,97.68687438964844,20.348899841308594,134.67401123046875,98.62330627441406,131.759033203125,9.63281920810146
796,7,False,12,nue,0.6398705840110779,0.5411779483044464,-0.035034881316513375,-0.8401779486276272,87.99223828640845,287.0058468822824,0.7415508226176026,0.4032069564942999,0.0854116182180178,-0.9111141562438723,94.89969493566016,1255.6708072795082,3,12,0,2,1,0,0,,,135,103,False,False,False,104,36,36,32,25725.3828125,247.3594512939453,1567.56005859375,70.87271118164062,17.7052059173584,175.79299926757812,137.67645263671875,107.34100341796875,1.4674195224937423
797,8,False,14,numu,0.8386768698692322,-0.10376932198150132,-0.13229023781550756,-0.9857642825717596,82.39804348642454,116.79314915904285,0.1423522408455912,-0.046268927521355585,0.9986391066231333,0.024064934426953694,177.01049733336845,12738.186006397456,11,12,0,1,0,10,0,,,39,28,False,False,False,50,19,14,17,6298.50341796875,125.9700698852539,383.2991943359375,286.1017761230469,44.055782318115234,524.176025390625,681.6126098632812,125.92498779296875,0.1747629835702102
798,9,False,14,numu,0.7402745485305786,0.3137210116415425,-0.8278221863238034,-0.4650694084593019,34.124330478707655,19.92000539560013,0.17304485580456827,-0.010665303432086435,0.9860699469391399,0.1659888883213069,170.42542614508656,12578.277531892316,43,44,0,3,0,39,1,,,179,171,False,False,False,205,69,66,70,31829.03125,155.26356506347656,2616.95751953125,293.98876953125,63.30642318725586,220.89404296875,341.548095703125,167.6949462890625,0.6973055478508992
799,10,True,-12,nue,85.45636749267578,-0.605955645031463,-0.7321662861115149,-0.31104707961364136,42.93168978528254,22.510724178548116,,,,,,,61,322,1,8,5,43,4,-11.0,74.59210205078125,152598,0,False,False,False,23075,5074,9796,8205,10006913.0,433.6690368652344,85291.171875,661.8406982421875,61.737892150878906,958.7789306640625,792.9716186523438,1107.1441650390625,34.864885253031325
800,11,True,12,nue,0.4499487578868866,0.8574527783471244,-0.20518974431314305,-0.47188123689494593,78.15939327711638,78.17927281266134,0.5742758911290055,0.8519897094836187,-0.4419715524977011,-0.28066827700470676,63.77025824677877,37.13613192149887,3,4,1,1,0,1,0,11.0,0.2485831379890442,507,391,False,False,False,354,90,153,111,109484.203125,309.27740478515625,2844.14599609375,115.58027648925781,17.165884017944336,61.791015625,131.14273071289062,75.13873291015625,3.062806308764119
801,12,False,12,nue,0.714654266834259,0.07316036014653894,-0.6652958918535778,-0.7429864991949592,48.29497058702136,24.760778006297187,35.79608573002388,-0.5607514823312842,0.3517834851875968,0.7495372936769292,110.59643989743954,4527.85228602698,7,8,0,2,0,4,1,,,27,19,False,False,False,36,10,17,9,26035.73046875,723.2147216796875,2053.91357421875,32.842803955078125,9.495392799377441,48.37896728515625,25.2017822265625,49.9368896484375,1.0961305267735435
802,13,False,14,numu,3.866349220275879,0.12262246592344583,-0.9922554875647994,0.019818633868043712,7.135351186660442,16.628445171929343,0.853658116296434,-0.42951820589578293,-0.9030482894844284,-0.004230563002227034,25.438310020761854,18.26611077666621,55,64,0,2,0,52,1,,,801,668,False,False,False,612,166,232,214,133427.671875,218.01907348632812,6462.53662109375,326.0098571777344,51.403472900390625,474.3599853515625,427.3297424316406,373.19256591796875,1.8772438517598233
803,14,False,12,nue,0.17590031027793884,-0.058712477983029226,-0.44765023319526626,-0.8922791680014255,63.406974995266694,36.67105967209636,0.2458705331021877,0.020776712442598416,0.9767010378388973,0.213596373809338,167.60767596301704,12459.087070925376,8,9,0,1,0,6,1,,,63,49,False,False,False,48,15,16,17,7636.029296875,159.0839385986328,997.2152709960938,39.832794189453125,10.505602836608887,74.2449951171875,59.2708740234375,109.207763671875,1.2050372306723434
804,15,False,-14,numu,0.5998210310935974,0.7817527274449718,-0.4969517046157965,0.3766983891813209,60.20146950894473,33.07264852434673,0.42414717173258415,0.9321623288843385,0.17332294184432312,0.3178561788598041,99.9810784412247,2299.4881718945835,2,3,0,1,0,1,0,,,10,7,False,False,False,27,6,11,10,17501.830078125,648.2159423828125,2289.194580078125,5.7308197021484375,1.8644887208938599,10.5379638671875,5.13372802734375,13.067626953125,4.711367902549425
805,16,False,16,nutau,2.1514151096343994,0.5940166095157349,0.105721222116218,-0.7974755738037901,96.06872083212625,1488.2051837494964,1.9231377699928063,0.2926414985069881,-0.9164764545505879,0.27282203284553236,23.58371900235302,17.999305440499484,5,6,0,0,0,4,1,,,42,29,True,False,False,39,11,13,15,11362.560546875,291.34771728515625,1131.5020751953125,158.06387329101562,52.940826416015625,223.2139892578125,332.2904052734375,69.53829956054688,0.24673569733544398
806,17,False,-16,nutau,13.968276023864746,0.01803890777571027,-0.4977861745911161,-0.8671121739384139,60.14635774527237,33.01777864939277,0.43810104279392253,0.4188969255815985,-0.6308275053060255,-0.6531324707038083,50.88879920267604,26.105196074742253,14,15,0,0,0,13,1,,,1624,1388,False,False,False,650,199,255,196,131565.546875,202.40853881835938,1693.8662109375,104.59536743164062,22.12216567993164,211.79296875,220.89871215820312,164.27841186523438,6.214424366593618
807,18,True,-12,nue,0.40846842527389526,-0.41614813300418063,0.7802890355316728,0.4668723084807949,141.2870468446942,9961.230512706828,0.33400145905057266,-0.1445706755750159,-0.33559018632929755,0.9308482940862334,70.39156914153136,48.67655763915991,7,8,1,1,0,5,0,-11.0,0.3161854147911072,2728,2268,False,False,False,544,182,187,175,116245.09375,213.6858367919922,1140.8001708984375,92.5328140258789,13.18975830078125,210.35595703125,105.22576904296875,236.68304443359375,5.878995529605941
808,19,True,12,nue,0.3564450144767761,-0.32943233888205375,0.3228419730948491,-0.8872696289780939,108.8348827331345,4163.237283322569,0.39849502043472834,-0.45627461827567806,0.38522662258128376,-0.8021308633708102,112.65780998820387,4949.9209573489225,3,4,1,1,0,1,0,11.0,0.23986946046352386,642,560,True,False,False,354,80,130,144,95026.078125,268.43524169921875,4001.148681640625,51.041526794433594,12.318486213684082,55.0849609375,98.94039916992188,103.14068603515625,6.935529209886527
809,20,True,14,numu,1.405658483505249,0.5896504569373654,0.6481965292152049,0.4818232021674736,130.405765511306,8282.785605925761,2.507025066864329,0.09644976360231425,0.764177756295232,0.6377537141284579,139.8338969449208,9756.432436366973,22,29,1,3,1,15,2,13.0,0.8751043677330017,624,370,False,False,False,1021,301,511,209,286444.5625,280.5529479980469,4668.51171875,411.07757568359375,107.35662078857422,121.18698120117188,161.9449005126953,107.56692504882812,2.4837161168476465
810,21,True,12,nue,0.1666586995124817,0.3377703161501492,0.2825997562186759,-0.8978020891671912,106.41542774430506,3657.580634887984,0.38668116729681307,0.1941794335217884,0.8732923436031845,-0.4468275172829161,150.8435148187032,11143.757590882597,3,4,1,1,0,1,0,11.0,0.09442014247179031,435,366,True,False,False,159,51,33,75,35285.734375,221.9228515625,1345.0533447265625,18.370574951171875,3.9051952362060547,40.235992431640625,11.200790405273438,55.53729248046875,8.655145547845645
811,22,True,12,nue,0.5385394096374512,-0.3587619821887087,-0.5958711384318303,0.7184896843518235,53.42524147356249,27.625875246010764,0.670641044342771,-0.47687490066040555,-0.8548348308791007,0.20456720420445576,31.25850759942298,19.292794914933438,3,4,1,1,0,1,0,11.0,0.47797006368637085,238,170,True,False,False,209,56,55,98,57724.90625,276.1957092285156,1445.200439453125,74.9045181274414,13.54028034210205,28.260986328125,22.401596069335938,26.6019287109375,2.7902188709686455
812,23,False,14,numu,0.1278221756219864,-0.7264698780034443,0.10475348593518678,0.6791673015819352,96.01296402082374,1476.9544790773998,0.1347037096295428,0.0005533888764480188,0.9999996132789765,0.0006835222374535198,179.94961090765696,12755.495079925295,2,3,0,1,0,1,0,,,38,26,True,False,False,35,5,15,15,3412.87548828125,97.51072692871094,172.32005310058594,514.0413818359375,231.11428833007812,9.58001708984375,376.16021728515625,383.6274108886719,0.06808790349717539
813,24,True,14,numu,0.9820255041122437,0.18170861741836825,0.9200275819802407,0.34717607456663346,156.93011456408533,11738.16141079733,1.041871551100504,0.12979552891233398,0.9303245658481849,0.34300047063197137,158.48546549321097,11869.136831018503,3,16,1,1,0,1,0,13.0,0.762437641620636,1085,682,True,False,False,1234,397,559,278,271900.75,220.34095764160156,2473.156494140625,226.04684448242188,56.150264739990234,209.39794921875,252.1676025390625,97.0736083984375,5.459045459473157
814,25,True,12,nue,1.024904727935791,0.8142899415039933,-0.20237691563629637,0.5440362811274287,78.3240108851166,79.20336613080576,0.9893591685392628,0.7698916615648778,-0.2100464782910098,0.6026170478922878,77.87492399563664,76.47036515105833,3,12,1,1,0,1,0,11.0,0.6329391598701477,1713,1529,True,False,False,940,283,373,284,289632.375,308.1195373535156,3703.392333984375,183.07666015625,31.47687339782715,207.00302124023438,195.47100830078125,258.9422302246094,5.1344611552217545
815,26,True,-14,numu,2.7984766960144043,-0.3549883443345522,0.9310366361140288,0.08458166231570022,158.5969884492528,11878.194372718011,,,,,,,2,4,1,0,1,0,0,-13.0,2.0245420932769775,59341,0,False,False,False,2676,582,1495,599,683328.4375,255.35443115234375,2309.656494140625,35.34100341796875,5.45619010925293,263.0460205078125,668.8472290039062,246.66607666015625,75.71941204814283
816,27,False,12,nue,0.5384556651115417,-0.6156811712672986,0.5028747879599336,-0.6066742478308925,120.190377397642,6438.808986049408,0.3908103165211453,-0.004962848746071719,0.9615454308763158,-0.2746010824691041,164.0590852513993,12266.28531132366,6,7,0,2,0,4,0,,,170,131,False,False,False,56,18,14,24,20349.552734375,363.3848571777344,1134.6708984375,68.63082122802734,16.727155685424805,33.52996826171875,29.402099609375,63.0045166015625,0.8159599287605611
817,28,True,12,nue,4.686749458312988,0.06224764706795295,0.8845535735425344,0.4622663798802979,152.19663388144753,11286.974754677034,34.76812542386771,0.005865318042709916,0.9999006552071356,0.012817088616328765,179.1923675131841,12754.236081799296,28,38,1,3,1,19,4,-11.0,0.038400426506996155,1219,1092,False,False,False,801,237,319,245,227380.34375,283.87060546875,1819.032958984375,207.910400390625,37.97649383544922,201.179931640625,178.74615478515625,239.88385009765625,3.852621121863408
818,29,False,16,nutau,0.10992485284805298,0.4119513510329275,-0.3225102546711927,0.8522225178989747,71.18519743187143,50.604135345192844,0.13741768694554532,0.0,1.0,0.0,180.0,12755.5,1,2,0,1,0,0,0,,,9,6,True,False,False,16,1,9,6,1656.2568359375,103.51605224609375,267.67333984375,194.49977111816406,94.1506118774414,0.0,374.29339599609375,20.775634765625,0.08226230760076088
819,30,False,-16,nutau,27.267404556274414,0.545115854611957,-0.536710342350674,-0.6440424779969858,57.540022870523316,30.64530133186736,14.175155940473953,0.5602183515595646,-0.4334451622413471,-0.7058899984455484,64.31360166475639,37.856855933403494,19,74,0,2,4,11,2,,,10743,9030,False,False,False,4841,1338,2024,1479,1612136.75,333.0173034667969,8359.5419921875,467.8442077636719,41.858829498291016,480.10797119140625,503.40179443359375,335.3897705078125,10.347461654255206
820,31,True,12,nue,0.7154293060302734,-0.8627369474614246,-0.06858548384649636,-0.5009800304308397,86.06725386805383,196.63371094314556,0.6608120910000337,-0.5968353999804,0.7128118348567585,0.3683568832238339,135.4641569109034,9103.628849410266,16,17,1,3,0,12,0,11.0,0.326870322227478,681,579,False,False,False,518,150,212,156,157255.875,303.582763671875,2784.943115234375,187.99786376953125,32.38675308227539,200.2969970703125,168.16162109375,183.0960693359375,2.7553504577851062
821,32,False,12,nue,0.11532260477542877,-0.4895752892480802,0.47963292495360665,0.728195230318152,118.66143051074492,6144.297664617736,0.09354065668824178,0.04255625972522473,0.9990798891503306,-0.005323518907849705,177.54194830817278,12743.793864380259,12,13,0,2,0,10,0,,,45,36,False,False,False,63,22,22,19,8799.3388671875,139.6720428466797,1570.3172607421875,90.91800689697266,19.58796501159668,93.88400268554688,154.9444122314453,98.00699615478516,0.6929320400896045
822,33,True,12,nue,5.587084770202637,0.706297190036563,-0.2176350097194064,0.6736314139727224,77.42983639374737,73.9411973875167,,,,,,,22,65,1,5,3,12,1,11.0,3.0311834812164307,15850,0,False,False,False,5240,1571,1583,2086,1530276.0,292.03741455078125,5571.21875,721.6141967773438,37.21271896362305,1107.748046875,511.4776611328125,1509.1302490234375,7.261497935325153
823,34,True,12,nue,0.5954546928405762,-0.003534528593361662,-0.9951995190629932,0.09780298750247624,5.616346494152823,16.579382877798707,0.40191720828427463,0.007233837350158223,-0.4313915772727599,0.9021357872600511,64.44409440809387,38.0346139075441,3,4,1,1,0,1,0,11.0,0.5336609482765198,3628,2812,True,False,False,565,157,145,263,174943.25,309.6340637207031,5304.056640625,39.99012756347656,4.969266414642334,110.16998291015625,62.071044921875,191.81369018554688,14.128487064792985
824,35,True,14,numu,14.756280899047852,0.5995509325975565,-0.8002050246908995,-0.014511984042061787,36.85031476755671,20.604774464518414,15.150149960164631,-0.12075411274145191,-0.8016085433977779,0.5855272729836909,36.716017361932046,20.568842896022034,7,25,1,2,2,2,0,13.0,13.508508682250977,747,560,True,False,False,322,88,108,126,106069.421875,329.40814208984375,3488.560546875,212.28115844726562,44.303077697753906,283.16400146484375,178.42901611328125,300.70440673828125,1.516856240823608
825,36,True,14,numu,1.0175693035125732,0.4553252421653454,0.7415400479350174,0.4927446409202253,137.86276978248472,9468.706179451749,0.6354704889038016,0.8290659235806653,0.5583220179874725,-0.030433839516803767,123.93983335837905,7141.933204002173,17,20,1,5,0,10,1,13.0,0.5591428875923157,326,249,False,False,False,206,70,66,70,63917.15625,310.2774658203125,3337.24609375,42.60185241699219,8.102521896362305,73.8409423828125,85.5556640625,82.288818359375,4.8354704857349065
826,37,False,14,numu,0.3209786117076874,0.4878412481221398,0.135852505648781,0.8622963605046589,97.80791903776178,1844.716196536779,0.384442872586078,0.12923819733767566,-0.916571196814627,0.3784107946646218,23.57014749681589,17.99745064315175,1,2,0,1,0,0,0,,,46,38,True,False,False,23,7,4,12,13241.3681640625,575.711669921875,1802.186767578125,1.009002685546875,0.31881430745124817,2.8740234375,1.40008544921875,5.133697509765625,22.794785712125336
827,38,True,14,numu,1.0029553174972534,-0.34231449888787047,-0.7041675914126053,-0.6220681530630837,45.23766580323305,23.401224531968182,0.6834399430563626,-0.5175450051841258,-0.5514040471081177,-0.6542940810077315,56.53661011551017,29.83564279405391,7,13,1,2,0,4,0,13.0,0.5055031776428223,3072,2588,False,False,False,1113,298,514,301,309358.34375,277.9499816894531,4512.873046875,110.03771209716797,12.268877983093262,120.70800018310547,211.3464813232422,140.47669982910156,10.11471411743979
828,39,False,14,numu,0.1705801784992218,-0.8118919600410553,-0.5297277618221465,0.24539752153514602,58.01293736292736,31.045591486114063,0.0022104955278337,-0.16737630613394744,-0.12441567004861415,0.9780112029988764,82.85298727402304,123.21309617392274,2,3,0,0,0,2,0,,,7,5,False,False,False,17,2,6,9,1529.6905517578125,89.98179626464844,208.49179077148438,378.0447692871094,118.47175598144531,38.32000732421875,373.3600158691406,478.6082763671875,0.04496821906055577
